Gene Name	Mean of Geneid Strains	Standard Deviation of Geneid Strains	Group
F39G3.2	121.6667	42.1611	5
lido-18	121.6667	95.7787	5
T28D6.5	122.0	108.1696	5
F43C11.7	122.0	78.5748	5
F23F1.4	122.0	63.6606	5
ttc-39B	122.3333	83.332	5
B0207.1	122.3333	46.2625	5
Y41C4A.7	122.3333	18.6607	5
tbc-7	122.3333	67.6133	5
ZC204.14	122.3333	46.4208	5
madf-1	122.3333	13.6951	5
B0545.4	122.3333	53.1183	5
F38E1.3	122.3333	82.2408	5
F49F1.7	122.3333	86.1987	5
syx-3	122.3333	79.6088	5
unc-104	122.3333	79.7594	5
C50F7.6	122.3333	82.8265	5
W03A5.2	122.3333	46.6571	5
F19C7.2	122.3333	57.3314	5
EEED8.13	122.3333	36.2614	5
F17E9.4	122.6667	47.6189	5
C55A6.7	122.6667	54.6158	5
elo-7	122.6667	11.6142	5
K06A9.1	122.6667	62.1414	5
ssp-36	122.6667	41.8755	5
gadr-5	122.6667	48.2309	5
pxmp-4	123.0	45.8476	5
K10G9.2	123.0	38.9957	5
mtl-1	123.0	108.3328	5
nrsn-1	123.0	107.5577	5
pstk-1	123.0	31.8224	5
clc-1	123.0	62.0054	5
fbxb-63	123.0	100.4689	5
F32H5.3	123.0	107.5577	5
W03C9.8	123.0	44.9518	5
F27B3.6	123.0	65.4879	5
col-141	123.0	101.9052	5
ptr-4	123.0	160.5553	5
C26D10.3	123.3333	64.085	5
K09F5.6	123.3333	112.9907	5
pqn-75	123.3333	95.6812	5
C17D12.5	123.3333	15.107	5
F41E6.5	123.6667	102.912	5
C06C6.7	123.6667	73.595	5
C55C3.6	123.6667	56.1803	5
sdz-8	123.6667	84.2589	5
nlp-26	123.6667	95.9386	5
C01H6.4	123.6667	79.3823	5
mec-7	124.0	111.7259	5
T28F4.4	124.0	70.3468	5
C11E4.6	124.0	92.7398	5
F46A9.2	124.0	89.9593	5
Y69E1A.4	124.0	26.5456	5
Y97E10AR.1	124.3333	136.275	5
R04A9.7	124.3333	115.0488	5
ZK185.3	124.3333	80.8552	5
F58G6.3	124.3333	55.259	5
chil-14	124.3333	43.0529	5
col-77	124.6667	100.5993	5
K10C2.8	124.6667	92.3809	5
lntl-1	124.6667	92.3953	5
gst-6	124.6667	80.6694	5
T26E3.5	124.6667	82.8224	5
C54D10.4	125.0	63.5138	5
F23A7.1	125.0	75.3835	5
F44G4.3	125.0	22.0907	5
F32A5.4	125.0	98.3463	5
Y105C5A.24	125.0	79.8165	5
Y38F1A.7	125.0	81.3183	5
myo-2	125.0	173.9502	5
C50B8.6	125.3333	68.9025	5
snx-17	125.3333	93.3536	5
T07F10.5	125.6667	80.0097	5
C04H5.7	125.6667	55.6497	5
C04E6.5	125.6667	49.8687	5
osm-1	125.6667	86.773	5
C53B4.3	125.6667	86.8498	5
F52H2.1	125.6667	44.2895	5
haf-1	125.6667	61.7	5
gtl-1	125.6667	81.4957	5
Y82E9BR.17	126.0	153.7812	5
F35H10.2	126.0	19.8662	5
Y60A9.3	126.0	75.1709	5
fbxb-37	126.3333	98.625	5
T25B9.5	126.3333	46.2625	5
F25H5.2	126.3333	26.6124	5
grl-16	126.3333	156.8063	5
fbxa-196	126.3333	60.7582	5
F56A4.12	126.3333	70.5518	5
C04G2.5	126.6667	48.9921	5
nhr-95	126.6667	61.9588	5
R74.2	126.6667	149.667	5
cyp-13B2	126.6667	46.3489	5
ttr-17	126.6667	147.3416	5
H20J04.1	126.6667	39.8776	5
irx-1	127.0	104.7123	5
Y19D10A.11	127.0	68.838	5
arrd-22	127.0	40.9145	5
sup-1	127.0	86.8217	5
C30G4.4	127.0	53.3916	5
F55H12.3	127.0	79.8165	5
B0041.11	127.0	49.5042	5
F14B8.6	127.0	94.2797	5
C02E7.7	127.3333	180.0765	5
ccb-1	127.3333	60.6868	5
T22C8.4	127.3333	51.9123	5
sdc-2	127.3333	100.9301	5
T28F2.2	127.3333	22.2161	5
C52D10.3	127.3333	80.8057	5
nob-1	127.3333	82.0989	5
clec-170	127.6667	89.4589	5
T07D3.4	127.6667	101.1413	5
T15B12.1	128.0	92.3616	5
bgal-1	128.0	75.7672	5
K04A8.1	128.0	71.6426	5
tpan-1	128.0	119.021	5
C14H10.2	128.0	136.7431	5
Y50E8A.10	128.0	58.0057	5
nstp-6	128.3333	30.2692	5
nape-1	128.3333	59.5781	5
fbxc-26	128.3333	89.6301	5
prx-3	128.3333	83.2039	5
ras-1	128.3333	104.4871	5
T04A8.13	128.3333	109.7036	5
T09B4.6	128.3333	36.6454	5
dpsm-1	128.3333	72.6927	5
F44B9.2	128.6667	101.2631	5
C33C12.4	128.6667	28.8714	5
C07A9.13	128.6667	6.549	5
Y58A7A.3	128.6667	77.9587	5
nfm-1	128.6667	76.111	5
scly-1	128.6667	40.5408	5
fbxa-218	128.6667	29.2613	5
acp-2	128.6667	62.4944	5
F14B8.5	128.6667	90.9444	5
kqt-2	128.6667	100.1676	5
Y71G12B.35	128.6667	54.4324	5
F36H5.4	128.6667	78.9613	5
his-5	128.6667	94.1429	5
F08G12.1	129.0	76.7724	5
dyf-17	129.0	43.6883	5
moe-3	129.0	46.1086	5
txt-2	129.3333	96.4238	5
ced-8	129.3333	92.5575	5
unc-23	129.6667	120.4778	5
athp-3	129.6667	68.9992	5
F43G9.13	129.6667	52.3917	5
R11G1.7	129.6667	102.5096	5
fbxa-155	129.6667	28.1938	5
R04B3.2	129.6667	53.275	5
R13H4.5	129.6667	28.1109	5
lim-8	129.6667	101.6869	5
F22F7.8	130.0	66.873	5
C14A4.8	130.0	29.2233	5
dhhc-9	130.0	57.2946	5
F53H4.6	130.0	27.6526	5
gly-11	130.0	81.5475	5
cdk-14	130.0	46.0072	5
T11G6.4	130.3333	71.8532	5
R11H6.4	130.6667	40.2023	5
lim-7	130.6667	108.9781	5
hum-6	130.6667	113.7961	5
Y39B6A.25	130.6667	50.0822	5
cest-35.1	130.6667	58.9765	5
math-4	130.6667	101.1874	5
lrch-1	130.6667	125.46	5
R05D3.6	130.6667	89.4887	5
Y22D7AL.9	131.0	66.0353	5
ZK666.8	131.0	12.0277	5
ttr-3	131.3333	20.854	5
dsl-3	131.3333	133.8565	5
cpg-24	131.3333	169.7299	5
Y45F10A.7	131.3333	96.6931	5
haao-1	131.3333	132.3489	5
D1007.15	131.6667	92.2942	5
D1022.9	131.6667	82.2692	5
K07A1.6	132.0	47.392	5
C33A12.19	132.0	125.1639	5
Y57G7A.2	132.3333	82.4473	5
tnt-3	132.3333	151.9218	5
ZC190.4	132.3333	153.1673	5
ZK616.3	132.3333	7.5425	5
C34H4.2	132.3333	82.9953	5
pat-9	132.6667	161.6051	5
nhr-243	132.6667	24.797	5
dhhc-10	132.6667	52.015	5
rcan-1	133.0	72.3464	5
arrd-17	133.3333	95.5731	5
fbxc-40	133.3333	84.7912	5
Y45G5AM.6	133.3333	95.9317	5
aat-4	133.3333	73.3227	5
saeg-2	133.3333	54.365	5
col-34	133.3333	158.8759	5
T08B6.1	133.3333	112.0486	5
kmo-2	133.6667	32.4996	5
ces-2	133.6667	161.4566	5
Y39B6A.5	133.6667	57.7139	5
DH11.2	133.6667	68.1192	5
plpp-1.2	134.0	40.3072	5
phf-34	134.0	56.962	5
fut-1	134.0	53.1476	5
cyp-25A1	134.3333	97.0716	5
tag-191	134.3333	10.6562	5
scrm-7	134.3333	24.5674	5
nhr-14	134.3333	111.1585	5
sup-12	134.3333	120.9995	5
tre-3	134.3333	75.6498	6
cest-27	134.3333	57.9214	6
serr-1	134.6667	53.2562	6
F43C11.3	134.6667	60.6099	6
Y38E10A.3	134.6667	92.6115	6
nlr-1	134.6667	121.4917	6
Y54G11A.19	134.6667	31.5841	6
plx-2	135.0	163.6113	6
Y71H2B.11	135.0	99.9633	6
tbx-2	135.0	89.8258	6
Y65A5A.1	135.0	131.0293	6
snf-7	135.0	31.8852	6
math-3	135.0	77.8888	6
fbxa-65	135.3333	28.5813	6
vpat-1	135.3333	43.6985	6
clec-173	135.3333	97.4486	6
sox-2	135.3333	163.1141	6
uroc-1	135.3333	176.0631	6
R12E2.15	135.6667	189.7443	6
scav-5	135.6667	83.8106	6
nep-2	135.6667	94.461	6
Y116A8B.1	135.6667	108.0627	6
F13H8.3	135.6667	119.0779	6
nhr-68	136.0	91.8586	6
F22E12.1	136.0	103.8492	6
nlp-9	136.3333	94.2668	6
nhr-100	136.3333	76.3559	6
F59A6.2	136.3333	66.1933	6
slc-5A12	136.3333	66.2135	6
unc-96	136.3333	117.7351	6
ipp-5	136.6667	99.8009	6
Y92H12BM.1	136.6667	10.4987	6
K07E3.2	136.6667	87.5798	6
crm-1	136.6667	47.6748	6
F55C9.14	136.6667	144.5921	6
D1086.8	137.0	113.2431	6
ZC262.5	137.0	89.2786	6
best-25	137.0	13.6382	6
C07E3.9	137.0	61.5955	6
ZK849.6	137.0	49.8865	6
gst-30	137.0	51.2315	6
Y22D7AR.6	137.3333	39.1947	6
B0222.5	137.3333	124.6337	6
T14G11.1	137.3333	59.6452	6
T21C12.4	137.3333	75.4115	6
T05B11.4	137.3333	79.943	6
C28D4.4	137.6667	48.4722	6
fbxb-17	137.6667	92.4277	6
clc-7	137.6667	75.8961	6
F30A10.12	137.6667	58.818	6
Y57G11C.31	137.6667	135.6474	6
F39F10.4	137.6667	118.1647	6
Y40B10A.9	137.6667	45.6168	6
erp-44.3	137.6667	55.2891	6
fbxa-106	137.6667	82.7298	6
F44A6.4	138.0	80.1374	6
F38E9.1	138.0	56.4092	6
slc-36.2	138.0	27.6526	6
Y51A2B.5	138.3333	73.2181	6
col-43	138.3333	118.5393	6
nhr-64	138.3333	59.6452	6
B0252.3	138.3333	101.7754	6
K09E9.1	138.3333	73.4862	6
F16B12.4	138.3333	56.4643	6
ZK742.4	138.3333	115.7651	6
F58D5.9	138.3333	33.6386	6
F13H8.8	138.3333	69.5909	6
pho-13	138.3333	75.323	6
K10D6.4	138.6667	98.8478	6
prx-13	138.6667	53.4249	6
ubc-19	138.6667	36.7091	6
T05E7.1	138.6667	78.0826	6
ugt-61	138.6667	63.0467	6
slc-17.5	138.6667	36.0031	6
mxl-3	138.6667	125.5185	6
mff-1	138.6667	66.3191	6
sir-2.2	138.6667	72.8209	6
F36F12.7	138.6667	85.2539	6
C54E4.5	139.0	141.4308	6
C29E4.9	139.0	88.5927	6
clec-53	139.0	70.1047	6
lips-10	139.0	137.3341	6
ZK1290.5	139.0	64.7662	6
gstk-2	139.0	20.9921	6
K05C4.4	139.3333	67.8348	6
C09B9.7	139.3333	89.7416	6
clec-72	139.3333	107.9331	6
trpp-12	139.3333	82.3259	6
Y38H6C.15	139.3333	76.251	6
tbc-6	139.6667	72.0062	6
F44A2.5	140.0	86.9828	6
ZC443.3	140.0	136.565	6
drl-1	140.0	72.074	6
F35C12.3	140.0	81.0309	6
Y39A1A.2	140.3333	30.6848	6
T01E8.1	140.3333	87.3321	6
gcl-1	140.6667	61.1356	6
Y37E3.19	140.6667	68.946	6
F55C5.10	140.6667	108.6595	6
Y12A6A.1	140.6667	139.6623	6
ZK616.2	140.6667	62.2914	6
xdh-1	140.6667	76.1329	6
sdz-25	141.0	100.82	6
pqn-24	141.0	126.5728	6
hnd-1	141.3333	83.8106	6
fbxa-202	141.3333	61.6676	6
Y73B6A.1	141.3333	42.5232	6
fbxb-20	141.3333	103.0512	6
irld-18	141.6667	55.4036	6
sulp-7	141.6667	101.2993	6
dve-1	141.6667	107.0119	6
dhs-8	141.6667	124.5427	6
F13D12.3	141.6667	55.7753	6
Y17G7B.8	141.6667	79.3697	6
cex-1	142.0	71.8656	6
C15A11.2	142.3333	115.4941	6
gsto-3	142.3333	62.3984	6
C50F2.4	142.3333	134.8242	6
W09C3.2	142.3333	115.7766	6
Y105C5B.11	142.3333	54.3466	6
prk-2	142.3333	92.3484	6
lonp-2	142.6667	100.121	6
dhs-29	142.6667	94.3693	6
lin-1	142.6667	97.7968	6
F53F8.4	142.6667	112.973	6
F35H8.4	142.6667	55.7634	6
Y44A6C.1	142.6667	55.7155	6
pgp-9	143.0	100.1432	6
F48E3.2	143.0	101.0247	6
Y42H9AR.5	143.0	135.132	6
M176.11	143.0	58.8784	6
nhr-105	143.3333	62.4731	6
sdz-13	143.3333	150.9466	6
B0454.5	143.3333	125.4441	6
K03H1.5	143.3333	93.2249	6
F33D11.2	143.3333	104.9328	6
ttm-5	143.3333	95.5871	6
grd-13	143.6667	166.3858	6
T05F1.13	144.0	41.4085	6
M02D8.6	144.0	87.3957	6
C38D4.7	144.0	21.4009	6
T09A12.1	144.3333	54.628	6
C06E7.4	144.3333	146.5818	6
sdz-15	144.3333	98.2559	6
elf-1	144.6667	82.2368	6
C49F8.3	144.6667	176.3053	6
rsbp-1	145.0	113.7219	6
cdr-4	145.0	81.3183	6
sid-2	145.0	66.0505	6
ZC250.5	145.0	48.463	6
ncr-1	145.0	62.9338	6
T12D8.5	145.0	79.3767	6
unc-2	145.0	108.8944	6
arrd-14	145.3333	67.7758	6
ZK105.1	145.3333	164.4351	6
W03F9.4	145.3333	171.025	6
srv-1	145.6667	40.7622	6
sdz-4	145.6667	92.8308	6
cyp-25A2	145.6667	98.51	6
F11C1.1	145.6667	58.801	6
rrf-2	145.6667	91.1129	6
K08H2.2	145.6667	97.8752	6
tsp-21	146.0	108.6493	6
C29G2.6	146.0	130.1	6
nlp-6	146.0	87.5709	6
math-26	146.3333	83.9616	6
Y11D7A.3	146.3333	95.2342	6
M116.1	146.3333	109.512	6
F59C6.12	146.3333	38.5602	6
lido-15	146.3333	26.7125	6
B0272.4	146.3333	101.9488	6
pgap-3	146.6667	15.7551	6
catp-5	146.6667	77.5987	6
nhr-32	146.6667	89.3843	6
btb-4	146.6667	32.4174	6
F13H10.6	146.6667	119.4664	6
T16G1.7	146.6667	93.4892	6
T22G5.3	147.0	43.566	6
F08A8.8	147.0	17.9072	6
F52E4.5	147.0	92.7613	6
magu-4	147.0	121.1803	6
D1014.2	147.0	29.6311	6
Y38H8A.7	147.0	16.3095	6
F22B3.8	147.0	29.2233	6
Y18H1A.15	147.3333	25.7207	6
unc-82	147.3333	114.3571	6
flp-10	147.3333	119.9898	6
bath-3	147.3333	77.142	6
C51E3.9	147.6667	85.7956	6
EEED8.2	147.6667	157.9965	6
fbl-1	147.6667	81.8142	6
Y48G1C.6	148.3333	66.2336	6
F29B9.7	148.3333	31.4784	6
ttr-12	148.3333	43.3385	6
plc-2	148.3333	103.3871	6
C04A11.2	148.3333	70.3152	6
aat-2	148.6667	68.665	6
C15B12.8	148.6667	134.6361	6
Y69E1A.3	148.6667	62.633	6
C13C4.4	148.6667	51.3182	6
ttr-1	148.6667	82.9833	6
nspg-8	148.6667	99.871	6
col-65	148.6667	179.5519	6
inx-17	149.0	79.6869	6
C27B7.6	149.0	79.9125	6
aat-1	149.3333	96.3754	6
VB0393L.2	149.3333	32.0659	6
Y87G2A.2	149.3333	75.017	6
R08C7.12	149.6667	52.2643	6
Y49F6A.5	149.6667	64.7113	6
nsy-4	150.0	128.2731	6
fmi-1	150.0	188.8721	6
ifd-1	150.0	95.0929	6
T04C12.11	150.0	139.4585	6
R01H2.2	150.0	61.0137	6
T20F5.4	150.3333	207.6734	6
mth-2	150.3333	53.897	6
F56D6.14	150.3333	13.0213	6
slc-17.1	150.3333	55.7155	6
F45D11.5	150.3333	105.5536	6
egl-13	150.3333	118.1252	6
spe-17	150.3333	49.7483	6
C07A9.9	150.6667	31.3829	6
gon-1	150.6667	108.9781	6
chtb-1	150.6667	207.4437	6
Y73F8A.12	151.0	26.0896	6
nlg-1	151.0	100.7406	6
K12H6.2	151.0	17.5689	6
F56C11.3	151.0	45.2843	6
C26B9.1	151.0	90.6238	6
ZK637.15	151.3333	24.363	6
F56D6.19	151.3333	37.0615	6
F44F1.4	151.6667	125.1568	6
C14C10.2	151.6667	57.9674	6
lon-8	152.0	149.2448	6
ZK1127.12	152.0	82.4662	6
col-169	152.0	108.4835	6
bli-3	152.0	122.6078	6
R160.3	152.3333	48.1271	6
Y54G11A.14	152.3333	53.3687	6
K07E12.2	152.3333	128.8574	6
R08E5.1	152.3333	101.9063	6
W09H1.3	152.3333	33.9935	6
C05D11.13	152.6667	91.3613	6
Y46G5A.7	152.6667	92.687	6
zmp-3	152.6667	125.6485	6
F58B4.5	152.6667	95.2552	6
H27M09.5	153.0	126.9987	6
mab-10	153.0	39.8246	6
Y19D10A.4	153.0	115.2938	6
W01B6.5	153.0	94.9772	6
scav-6	153.3333	85.5271	6
moc-2	153.3333	65.7791	6
W01B11.1	153.3333	20.2868	6
fkb-8	153.6667	39.6681	6
C35A5.11	153.6667	217.3175	6
lipl-7	153.6667	148.021	6
Y39H10B.2	153.6667	99.3322	6
F55B11.5	153.6667	82.5927	6
F25B3.4	153.6667	18.6964	6
col-99	154.0	131.2021	6
twk-18	154.0	137.1714	6
col-14	154.3333	170.7441	6
cebp-1	154.3333	39.8107	6
T03D8.6	154.3333	165.3407	6
ttbk-3	154.6667	108.3738	6
bath-9	154.6667	128.2636	6
sym-2	154.6667	147.4253	6
F22H10.2	154.6667	79.3361	6
R04B5.5	154.6667	142.3056	6
ZC581.10	155.0	63.4403	6
Y32F6B.1	155.0	121.6087	6
Y73B6BL.12	155.0	106.9984	6
B0281.4	155.0	44.0984	6
C09G1.4	155.0	60.8167	6
C49C8.3	155.3333	2.357	6
aat-6	155.3333	48.0093	6
C09H10.9	155.3333	27.1948	6
F10A3.17	155.3333	101.1742	6
W03C9.6	155.3333	63.1629	6
B0393.8	155.6667	29.6798	6
C03H5.5	155.6667	95.5138	6
E02H9.7	155.6667	59.8906	6
F44F1.6	155.6667	147.8565	6
Y77E11A.23	155.6667	99.4965	6
Y53F4B.23	156.0	129.4398	6
T22B7.4	156.0	108.6309	6
ZK742.3	156.0	114.3707	6
F36A4.3	156.0	50.0067	6
mdl-1	156.0	130.1998	6
bath-24	156.3333	36.3715	6
Y23H5B.8	156.3333	119.5947	6
tsp-10	156.3333	97.4143	6
unc-64	156.6667	104.9645	6
nhr-80	156.6667	110.2522	6
aex-5	156.6667	106.3213	6
C01G12.9	157.0	73.4983	6
exc-6	157.0	67.5327	6
csp-2	157.3333	62.2379	6
hil-1	157.3333	48.9376	6
R08C7.8	157.3333	48.2862	6
pghm-1	157.3333	138.3723	6
tag-343	157.6667	104.1036	6
ida-1	157.6667	156.9232	6
col-97	157.6667	151.7286	6
fbxb-49	157.6667	118.3056	6
F54H5.2	157.6667	58.38	6
Y73C8C.8	158.0	164.8595	6
lin-39	158.0	73.7021	6
F55A11.6	158.0	117.3286	6
cup-4	158.0	110.8061	6
Y52E8A.3	158.3333	66.9444	6
ZK899.5	158.3333	107.1614	6
Y37F4.6	158.3333	40.5326	6
Y106G6H.16	158.6667	60.1406	6
lin-18	158.6667	145.754	6
dpy-3	158.6667	211.0677	6
C18A11.3	158.6667	91.2226	6
fbxa-211	159.0	63.974	6
F21G4.6	159.3333	77.7789	6
Y48B6A.10	159.3333	95.9873	6
Y37E3.30	159.6667	132.2531	6
nhr-69	159.6667	99.9544	6
F31F6.3	159.6667	10.6562	6
cdh-1	159.6667	177.6782	6
F15B9.8	160.0	223.4457	6
zip-12	160.0	117.4252	6
F41B4.1	160.3333	113.2323	6
nhr-102	160.3333	52.6646	6
D1086.19	160.3333	144.8225	6
C11H1.9	160.3333	127.191	6
nhr-45	160.3333	111.1226	6
wago-5	160.3333	26.5121	6
T08D2.5	160.3333	73.9835	6
swt-4	160.3333	75.1901	6
sta-1	160.3333	72.3617	6
F31E3.6	160.6667	27.4752	6
lido-2	160.6667	100.7781	6
M04G7.2	160.6667	22.529	6
F18G5.6	160.6667	67.8249	6
slcr-46.1	161.0	94.3292	6
Y53F4A.2	161.0	56.6451	6
C01B4.7	161.0	132.28	6
lgc-26	161.0	109.0229	6
C08G9.1	161.0	104.7123	6
nhr-8	161.0	92.7398	6
best-20	161.3333	48.9989	6
F26D2.10	161.3333	61.8834	6
Y116F11B.8	161.6667	2.4944	6
bcmo-2	161.6667	128.9246	6
C17E4.2	161.6667	129.4767	6
sma-5	161.6667	129.775	6
D2045.7	162.0	66.4731	6
nlp-29	162.0	103.7047	6
Y105C5B.20	162.0	86.3752	6
F42A9.3	162.3333	51.0512	6
B0524.5	162.3333	89.9383	6
tsp-9	162.6667	107.4378	6
R119.5	162.6667	71.7883	6
gem-4	162.6667	116.3796	6
elo-9	163.0	81.2568	6
arrd-7	163.0	61.7468	6
prx-6	163.0	78.7951	6
R12C12.9	163.3333	96.1399	6
C34F11.1	163.3333	10.6249	6
F38H4.5	163.3333	75.641	6
cdr-7	163.3333	148.3831	6
drr-1	163.3333	105.8594	6
klf-3	163.3333	97.9977	6
ets-7	163.6667	122.7717	6
F23B2.7	163.6667	73.6222	6
oig-2	163.6667	98.4728	6
ZK1053.6	164.0	24.9933	6
R10D12.10	164.0	104.2433	6
C18A3.7	164.0	25.3114	6
K11H3.2	164.0	74.8376	6
ztf-31	164.0	21.1187	6
Y45F3A.4	164.0	107.7621	6
comt-3	164.3333	85.605	6
T27E9.6	164.3333	140.6327	6
F45D3.3	164.6667	188.2593	6
pmk-3	164.6667	121.7246	6
Y44A6D.3	164.6667	107.382	6
blmp-1	165.0	124.2256	6
set-6	165.0	85.0568	6
let-522	165.3333	149.2857	6
arrd-4	165.3333	168.492	6
T06A1.5	165.3333	109.8919	6
F14D7.6	165.3333	115.1241	6
M151.2	165.6667	74.5937	6
F28H6.6	165.6667	88.8794	6
Y46H3C.5	165.6667	103.892	6
C14A6.6	166.0	33.2566	6
Y37D8A.6	166.0	79.0485	6
C06A5.12	166.3333	94.595	6
T12A2.3	166.3333	103.5932	6
jmjd-1.1	166.3333	90.2601	6
yap-1	166.6667	119.7841	6
ncam-1	166.6667	228.6327	6
clec-90	167.0	24.9132	6
M110.7	167.0	43.3667	6
ptr-23	167.3333	173.0998	6
daf-36	167.3333	96.5724	6
sdz-38	167.3333	105.8563	6
F41H10.5	167.3333	63.5732	6
Y73F8A.14	167.6667	34.6635	6
Y41C4A.8	167.6667	38.4477	6
W06H8.6	168.0	103.2666	6
bcl-11	168.0	171.6528	6
ZK1098.6	168.3333	65.3214	6
W10G11.19	168.6667	98.5168	6
nas-20	168.6667	106.6906	6
Y39F10C.3	168.6667	32.6735	6
K07F5.6	169.0	121.8715	6
Y46G5A.15	169.0	57.2771	6
dlc-2	169.0	117.1865	6
C39H7.4	169.0	93.5129	6
Y75B7B.1	169.0	71.6798	6
Y46H3D.1	169.3333	10.5304	6
mjl-1	169.3333	45.3309	6
fkh-5	169.3333	98.9961	6
fbxa-108	169.3333	28.9636	6
fbxb-42	169.3333	145.4587	6
ttr-14	169.3333	44.6791	6
paf-2	169.6667	33.069	6
Y75B8A.19	169.6667	84.8384	6
Y43B11AR.3	170.0	74.0585	6
nep-10	170.0	63.6396	6
Y71G12B.25	170.0	123.4936	6
zipt-2.1	170.0	122.7436	6
chs-2	170.0	105.4641	6
W03G1.2	170.3333	84.5748	6
Y57A10A.4	170.3333	87.0492	6
ins-27	170.3333	77.1161	6
col-180	170.6667	92.4638	6
H03A11.2	170.6667	114.8458	6
F44E2.4	170.6667	225.099	6
F01F1.3	171.0	38.9444	6
F43E2.6	171.0	26.6958	6
Y95B8A.4	171.0	120.2331	6
F53H8.3	171.0	68.9783	6
F58G1.7	171.3333	112.9966	6
dnj-3	171.3333	56.5351	6
syd-9	171.3333	228.1729	6
mfb-1	171.6667	86.2799	6
phy-3	171.6667	21.853	6
frm-8	172.0	63.3456	6
C02B10.3	172.0	154.9473	6
T20B3.1	172.0	147.2232	6
F59C12.3	172.0	118.3976	6
cox-17	172.0	55.3052	6
hlh-3	172.3333	99.1979	6
madf-5	172.3333	81.25	6
Y7A9D.1	172.3333	142.0712	6
C53B7.3	172.3333	111.2125	6
ddo-2	172.6667	91.9432	6
dhs-20	172.6667	155.0254	6
W09G12.9	172.6667	32.887	6
K07A1.13	172.6667	40.4338	6
R08B4.3	173.0	52.6688	6
sdz-14	173.0	116.456	6
osm-7	173.0	77.3175	6
F25H5.10	173.3333	93.3321	6
pqn-89	173.3333	102.0076	6
T05G5.1	173.3333	114.9212	6
C25G4.8	173.3333	37.4195	6
rig-1	173.3333	121.4038	6
gei-13	173.6667	216.2981	6
T28D6.7	173.6667	114.3222	6
shw-1	173.6667	79.4327	6
lido-5	174.0	53.0471	6
pgp-4	174.3333	105.0852	6
nhr-4	174.3333	62.4624	6
D2045.9	174.3333	138.353	6
ZK792.1	174.3333	84.917	6
F08G12.3	175.0	99.4217	6
F52H2.5	175.0	60.1055	6
gst-35	175.3333	200.0139	6
fbxb-11	175.3333	121.4258	6
C03B8.3	175.3333	40.4338	6
F28F8.7	175.6667	72.7431	6
K07A1.15	175.6667	21.746	6
scbp-2	175.6667	58.835	6
elo-4	175.6667	49.9956	6
F25B4.8	176.0	104.9222	6
C18E3.1	176.0	43.2743	6
C04F12.16	176.3333	81.5285	6
flp-28	176.3333	111.6552	6
cln-3.3	176.3333	138.165	6
C03C10.2	176.6667	35.6682	6
W03C9.1	176.6667	31.7525	6
daf-14	176.6667	107.2391	6
crb-1	176.6667	160.4854	6
C33H5.16	176.6667	60.0074	6
thn-2	176.6667	35.4902	6
dpy-31	176.6667	160.9976	6
rml-3	177.0	248.1975	6
F27E5.3	177.0	38.7556	6
T26H5.9	177.0	153.6815	6
T27E4.7	177.0	112.2705	6
F13C5.1	177.0	33.1361	6
rpl-42	177.3333	41.652	6
cyp-43A1	177.3333	142.7266	6
ilcr-1	177.3333	56.3698	6
spp-15	177.3333	180.9868	6
Y73E7A.3	177.3333	52.8289	6
lgc-22	177.6667	179.8784	6
Y73F8A.15	177.6667	13.6951	6
W06F12.3	177.6667	55.9126	6
clec-145	177.6667	124.457	6
Y102A11A.5	177.6667	242.7747	6
rnh-1.3	177.6667	48.2862	6
lst-5	177.6667	24.2808	6
egrh-2	178.0	77.8588	6
C47E8.1	178.3333	42.8978	6
klf-1	178.3333	41.4112	6
zip-1	178.3333	126.5578	6
W03A5.1	178.3333	56.7587	6
fbxb-41	178.3333	122.6984	6
nfki-1	178.6667	103.5385	6
T10G3.3	178.6667	171.496	6
msa-1	178.6667	149.7561	6
Y71F9B.15	178.6667	65.2704	6
Y54G9A.9	178.6667	36.0031	6
mrp-6	179.0	85.7788	6
kin-21	179.0	107.7064	6
F58A6.5	179.0	40.8493	6
lin-12	179.0	125.3502	6
F55F10.3	179.3333	10.274	6
sfxn-1.4	179.3333	42.7421	6
lpr-5	179.3333	241.5979	6
unc-49	179.3333	144.0285	6
jph-1	179.6667	163.4224	6
K02D10.4	180.0	71.0915	6
Y75D11A.2	180.0	27.2886	6
F53A9.1	180.0	176.4672	6
T14B1.1	180.3333	144.6244	6
fbxa-76	180.3333	45.7845	6
ttr-59	180.3333	158.1188	6
M117.6	180.3333	51.8609	6
F58F12.3	180.6667	78.9275	6
F18E3.13	181.0	239.7262	6
T21C9.6	181.0	115.8361	6
C07E3.4	181.3333	34.9698	6
scl-23	181.3333	83.288	6
cnc-10	181.3333	110.6416	6
sydn-1	181.6667	82.7056	6
chup-1	181.6667	53.6056	6
ZK930.2	181.6667	84.9837	6
H11E01.3	181.6667	106.3213	6
php-3	182.0	159.975	6
gba-3	182.0	141.7604	6
ceh-99	182.0	95.9201	6
R10E8.6	182.0	133.746	6
F45E1.4	182.3333	182.1727	6
C04G2.10	182.3333	29.8924	6
nep-20	182.6667	37.0615	6
Y47D7A.13	182.6667	225.6581	6
swt-3	183.0	192.5426	6
cdc-25.4	183.0	29.8105	6
rpm-1	183.0	134.0249	6
H06I04.6	183.0	86.514	6
cbl-1	183.0	127.8984	6
T08H10.3	183.3333	132.4999	6
